,target
0,-3.817727157063875
1,-6.854213733822384
2,6.042127140772716
3,13.088887880771614
4,5.0199218613387595
5,-2.823010486657956
6,-7.725406821058685
7,7.538974882597416
8,9.915474042184792
9,-0.16995061405378675
10,1.3545760168431575
11,-0.42300681178923083
12,-0.30045605953792714
13,-3.52400376692362
14,1.9563919779785328
15,2.579608263090158
16,5.636979271725867
17,17.713677176360182
18,8.5021772334437
19,-9.035249924813687
20,-7.94656970992338
21,-6.477074689545317
22,3.633910469677565
23,-10.660965460569793
24,16.41596446354137
25,8.681642580393454
26,4.1068514489937105
27,-0.16605431876991503
28,-8.951524808914394
29,5.687960808201103
30,-1.3984553296884656
31,6.284003806239366
32,-5.088574313146494
33,-0.7187998807205715
34,-4.722993134212117
35,10.490429562047028
36,4.793079534166078
37,-5.660440868230782
38,0.8513795002268314
39,-1.006960241873465
40,-14.821604682684477
41,-0.39140470890714163
42,-7.845965297770659
43,6.168843950719493
44,2.7801926639170698
45,2.332099150816845
46,9.2807587747586
47,-5.18792426957918
48,-12.431828858272569
49,-0.7640828761975756
50,1.0109534827442912
51,8.49604432821522
52,6.1861367727002206
53,-2.662938758136686
54,-8.614675220526381
55,16.246194506984686
56,0.13050707656414862
57,3.754104088718825
58,3.279320610867874
59,-4.1981432351494385
60,0.9984090660353351
61,-6.0834856477716945
62,-11.166150294636914
63,2.295898058626239
64,-11.574819490089913
65,8.963268626255179
66,-16.311017516575262
67,6.333327811745439
68,3.2215463271346585
69,-8.52029485369909
70,4.594532332932516
71,2.8776735490142533
72,3.7620746894591304
73,1.7502886584168151
74,-0.20398776894873571
75,1.3641516001579006
76,-8.40888631203051
77,14.357372873755052
78,8.72145823323078
79,10.179802550407732
80,5.558176344370185
81,-0.08292301015409764
82,-2.757384665166402
83,-4.320435159635137
84,-3.0765512432385327
85,-2.8385584591419533
86,20.15954243787604
87,1.41493024384395
88,-1.7899219792339527
89,-4.756291526647182
90,4.527948347667735
91,9.60655235530563
92,2.9739886300209335
93,-3.8063751348050703
94,-5.010182331731407
95,-2.290285914543119
96,5.357808874540166
97,-8.502175141856897
98,-18.751104666675868
99,-9.193612228723957
100,7.040277484407813
101,2.788855522946816
102,-2.9896057027506076
103,25.188036918232484
104,11.081601067398509
105,1.3975750979987043
106,16.613523333691816
107,8.290416308976962
108,-4.369474349420075
109,3.9420546015326092
110,3.313617418089119
111,5.684603115100178
112,11.136623003114282
113,6.406004944636118
114,-9.524980591523327
115,-6.782402550713795
116,-6.540011949512058
117,-14.950173750245707
118,-6.009886394085595
119,2.2548568883063576
120,4.2793360097154425
121,-1.114629468715736
122,4.919532639202386
123,3.0296810248345536
124,1.7488459845045057
125,-8.07109081433522
126,-4.6310416618627865
127,5.686485882570626
128,9.232255716072704
129,5.699541589168784
130,-0.26888389322375955
131,-11.723476427591986
132,9.531544803352313
133,3.3926290725767374
134,-13.955569108944033
135,-8.339779356559267
136,0.5929162171453634
137,-6.689769778101872
138,-3.061422648989829
139,-6.222963791350782
140,0.4495190149616698
141,4.788195227816742
142,-6.903069134429958
143,-10.302904341738254
144,9.051035442640984
145,-2.1528126608443268
146,-6.302460789476297
147,2.213679135966342
148,6.0777055106082445
149,1.4681498053854305
150,15.573347341669898
151,-6.204615693910658
152,-3.5097104979626366
153,-6.309000256206898
154,-0.09835662014862485
155,9.415594545783016
156,8.165399103001501
157,-9.076566509694585
158,-7.956567903457201
159,-2.696594972769058
160,-10.458057431383917
161,-4.763290880191215
162,1.0931104895570432
163,-6.937669380562295
164,3.4180144546785285
165,4.357066379270155
166,-4.456704489009005
167,-11.502711396678992
168,0.1226050092539909
169,2.067985395773066
170,-5.274924168129458
171,-5.068828900987441
172,4.101899491017224
173,7.701283556624801
174,2.5367392152263757
175,0.4383466526476945
176,1.3601979091922962
177,-3.322229910881083
178,-3.5926154913168666
179,12.943908147783388
180,-2.6256400329710243
181,-0.757064978923942
182,-0.7754971943580682
183,-8.767439946913
184,-11.676505882161871
185,7.28323854311969
186,-0.6444593314565669
187,-2.38305075165531
188,-2.9950575463905267
189,0.5882302917329094
190,-7.31440503576928
191,9.168835919319964
192,12.91007465995096
193,-8.057679276532907
194,0.7720916981314228
195,4.9611601799643585
196,-15.6066260010796
197,-3.368979224681759
198,-5.134902540780701
199,1.760348104814688
200,-4.554323556951459
201,3.880119693410373
202,-4.871175839235478
203,-0.3172542333586644
204,11.163268044385541
205,5.870444366746289
206,1.1208022356548377
207,-8.489038510117815
208,-12.852887883406574
209,7.2733532153111
210,1.0650609395084163
211,-1.3138517509966166
212,10.315832543414869
213,5.577347800860259
214,3.790302622043635
215,-7.271664018468754
216,-2.421896315045841
217,-4.148170736471927
218,2.2535823529361703
219,-3.3845143390194696
220,-0.01352350972923666
221,-4.941653607423939
222,2.910355486012407
223,7.469846419060572
224,3.3112036678907266
225,4.170217888114215
226,10.350843034917034
227,-3.9054637017536526
228,-9.191876390459866
229,7.34405413802277
230,-5.481906780634524
231,15.317735026264776
232,3.426263629675863
233,1.9252469060957262
234,3.9197073604618073
235,3.4621448851837435
236,-7.774455612588524
237,2.9685178515062303
238,10.770655961567753
239,-0.802162365922641
240,-6.194469263467965
241,10.033733078196633
242,-9.98992075096299
243,-0.21881104096590115
244,-10.814851199230615
245,7.348719350827924
246,0.6732776060613724
247,-2.726250132551245
248,-2.9286035410568108
249,1.3352494316600687
250,-5.8121430279528346
251,2.9335825277450973
252,-11.81994254475435
253,-7.523328459901038
254,-6.977268780142651
255,-16.193526596842506
256,-18.983663796313426
257,-3.1913918546954267
258,4.1896315726388815
259,-4.541706815473274
260,-1.1457818935648076
261,3.418150559330715
262,-0.4936261301449658
263,-0.9300550556205937
264,-8.69481763871756
265,-5.606987016532507
266,-12.12551002372714
267,-3.82429997288043
268,-13.682388067953383
269,15.228207621787513
270,8.413499302752196
271,-3.430488962552753
272,0.18554122870406276
273,2.8841796420331245
274,18.972960906291476
275,-4.244909213304819
276,0.9785017300356932
277,17.511056412971612
278,1.284442156597816
279,0.5892637056351255
280,8.443918763701616
281,-10.735659114654046
282,4.551631347842497
283,8.738496606345231
284,-7.480490100327906
285,-11.245098221132885
286,3.284364651857357
287,-0.2909045352783039
288,-9.992407849116193
289,-10.151735572604279
290,12.975339642221154
291,5.98309350113864
292,5.1910433171888695
293,-1.8876470630913078
